90;-0.938680348;0.124870892;0.321382116;149.5963945;-19.90052866
92;-0.948294144;0.133149015;0.28811379;168.5792552;-23.67004156
94;-0.956722581;0.140992811;0.254564196;192.4924991;-28.36774115
96;-0.964447686;0.145083249;0.220888007;223.6308143;-33.64110429
98;-0.970991629;0.149038321;0.186983516;265.9728286;-40.82439306
100;-0.976443924;0.152238961;0.152907038;327.0731842;-50.99451243
102;-0.980533767;0.15644136;0.118657624;423.2451737;-67.5275579
104;-0.98311664;0.162413289;0.084282827;597.435546;-98.69782288
106;-0.984987401;0.165257612;0.049897309;1011.064022;-169.6326529
108;-0.986432203;0.163436162;0.015496115;3260.389672;-540.1948296
110;-0.987389485;0.157170502;-0.018958847;-2667.48319;424.6041484
;;;;;
-60;0.981292664;0;0.192521967;-261.0618252;0
-45;0.898027576;0;0.43993917;-104.5495454;0
-30;0.753563392;0;0.657375246;-58.71263251;0
-15;0.557745109;0;0.830012285;-34.41726511;0
0;0.323917418;0;0.946085359;-17.53594149;0
15;0.068015291;0;0.997684279;-3.491712974;0
30;-0.192521967;0;0.981292664;10.04862974;0
45;-0.43993917;0;0.898027576;25.09158323;0
60;-0.657375246;0;0.753563392;44.68056547;0
75;-0.830012285;0;0.557745109;76.22086218;0
90;-0.946085359;0;0.323917418;149.5963945;0
105;-0.997684279;0;0.068015291;751.2970396;0
